Freq.	V(out)
4.89778819368442e+004	(4.75678148014124e+001dB,-1.52706701408463e+002°)
5.01187233627268e+004	(4.76107487229645e+001dB,-1.53261886937687e+002°)
5.12861383991360e+004	(4.76521488548462e+001dB,-1.53810226384039e+002°)
5.24807460249768e+004	(4.76920559415050e+001dB,-1.54351638078601e+002°)
5.37031796370248e+004	(4.77305106376075e+001dB,-1.54886051627505e+002°)
5.49540873857620e+004	(4.77675534282955e+001dB,-1.55413407623009e+002°)
5.62341325190344e+004	(4.78032245551992e+001dB,-1.55933657332569e+002°)
5.75439937337152e+004	(4.78375639464902e+001dB,-1.56446762368363e+002°)
5.88843655355584e+004	(4.78706111528522e+001dB,-1.56952694340852e+002°)
6.02559586074352e+004	(4.79024052874121e+001dB,-1.57451434498607e+002°)
6.16595001861477e+004	(4.79329849714173e+001dB,-1.57942973357704e+002°)
6.30957344480187e+004	(4.79623882842369e+001dB,-1.58427310322828e+002°)
6.45654229034650e+004	(4.79906527182904e+001dB,-1.58904453302783e+002°)
6.60693448007590e+004	(4.80178151384873e+001dB,-1.59374418322543e+002°)
6.76082975391975e+004	(4.80439117463747e+001dB,-1.59837229134090e+002°)
6.91830970918930e+004	(4.80689780481598e+001dB,-1.60292916827756e+002°)
7.07945784384131e+004	(4.80930488272689e+001dB,-1.60741519446107e+002°)
7.24435960074983e+004	(4.81161581205652e+001dB,-1.61183081601768e+002°)
7.41310241300911e+004	(4.81383391985733e+001dB,-1.61617654100758e+002°)
7.58577575029177e+004	(4.81596245488842e+001dB,-1.62045293572503e+002°)
7.76247116628685e+004	(4.81800458633066e+001dB,-1.62466062107810e+002°)
7.94328234724274e+004	(4.81996340277870e+001dB,-1.62880026905600e+002°)
8.12830516164092e+004	(4.82184191155801e+001dB,-1.63287259929447e+002°)
8.31763771102663e+004	(4.82364303827581e+001dB,-1.63687837574378e+002°)
8.51138038202369e+004	(4.82536962666776e+001dB,-1.64081840344834e+002°)
8.70963589956073e+004	(4.82702443863204e+001dB,-1.64469352543932e+002°)
8.91250938133737e+004	(4.82861015451168e+001dB,-1.64850461974674e+002°)
9.12010839355901e+004	(4.83012937354776e+001dB,-1.65225259653181e+002°)
9.33254300796982e+004	(4.83158461451639e+001dB,-1.65593839534208e+002°)
9.54992586021427e+004	(4.83297831653390e+001dB,-1.65956298249053e+002°)
9.77237220955802e+004	(4.83431283997629e+001dB,-1.66312734855782e+002°)
9.99999999999991e+004	(4.83559046755431e+001dB,-1.66663250601856e+002°)
1.02329299228074e+005	(4.83681340549516e+001dB,-1.67007948699004e+002°)
1.04712854805089e+005	(4.83798378479227e+001dB,-1.67346934110096e+002°)
1.07151930523760e+005	(4.83910366258686e+001dB,-1.67680313347994e+002°)
1.09647819614317e+005	(4.84017502358714e+001dB,-1.68008194286044e+002°)
1.12201845430195e+005	(4.84119978154492e+001dB,-1.68330685979840e+002°)
1.14815362149687e+005	(4.84217978081955e+001dB,-1.68647898500288e+002°)
1.17489755493952e+005	(4.84311679793788e+001dB,-1.68959942777205e+002°)
1.20226443461740e+005	(4.84401254320945e+001dB,-1.69266930453523e+002°)
1.23026877081237e+005	(4.84486866236571e+001dB,-1.69568973749520e+002°)
1.25892541179416e+005	(4.84568673820102e+001dB,-1.69866185336745e+002°)
1.28824955169312e+005	(4.84646829222604e+001dB,-1.70158678221337e+002°)
1.31825673855639e+005	(4.84721478632732e+001dB,-1.70446565636330e+002°)
1.34896288259164e+005	(4.84792762442387e+001dB,-1.70729960942569e+002°)
1.38038426460287e+005	(4.84860815409270e+001dB,-1.71008977537808e+002°)
1.41253754462274e+005	(4.84925766821558e+001dB,-1.71283728773806e+002°)
1.44543977074591e+005	(4.84987740657758e+001dB,-1.71554327880807e+002°)
1.47910838816819e+005	(4.85046855744631e+001dB,-1.71820887899208e+002°)
1.51356124843619e+005	(4.85103225914306e+001dB,-1.72083521618052e+002°)
1.54881661891247e+005	(4.85156960157024e+001dB,-1.72342341519973e+002°)
1.58489319246110e+005	(4.85208162770912e+001dB,-1.72597459732201e+002°)
1.62181009735891e+005	(4.85256933508353e+001dB,-1.72848987983423e+002°)
1.65958690743754e+005	(4.85303367719133e+001dB,-1.73097037566084e+002°)
1.69824365246173e+005	(4.85347556489674e+001dB,-1.73341719303903e+002°)
1.73780082874936e+005	(4.85389586778391e+001dB,-1.73583143524263e+002°)
1.77827941003890e+005	(4.85429541547222e+001dB,-1.73821420035170e+002°)
1.81970085860996e+005	(4.85467499888580e+001dB,-1.74056658106585e+002°)
1.86208713666285e+005	(4.85503537148304e+001dB,-1.74288966455809e+002°)
1.90546071796323e+005	(4.85537725045199e+001dB,-1.74518453236746e+002°)
1.94984459975802e+005	(4.85570131785664e+001dB,-1.74745226032697e+002°)
1.99526231496886e+005	(4.85600822173048e+001dB,-1.74969391852487e+002°)
2.04173794466951e+005	(4.85629857713992e+001dB,-1.75191057129870e+002°)
2.08929613085402e+005	(4.85657296721274e+001dB,-1.75410327725799e+002°)
2.13796208950221e+005	(4.85683194409724e+001dB,-1.75627308933438e+002°)
2.18776162394953e+005	(4.85707602989798e+001dB,-1.75842105485725e+002°)
2.23872113856832e+005	(4.85730571757501e+001dB,-1.76054821565485e+002°)
2.29086765276775e+005	(4.85752147176310e+001dB,-1.76265560817496e+002°)
2.34422881531990e+005	(4.85772372959904e+001dB,-1.76474426362878e+002°)
2.39883291901946e+005	(4.85791290147263e+001dB,-1.76681520815250e+002°)
2.45470891568500e+005	(4.85808937174406e+001dB,-1.76886946298735e+002°)
2.51188643150955e+005	(4.85825349943137e+001dB,-1.77090804467589e+002°)
2.57039578276884e+005	(4.85840561882926e+001dB,-1.77293196527255e+002°)
2.63026799189535e+005	(4.85854604012294e+001dB,-1.77494223256999e+002°)
2.69153480392689e+005	(4.85867504992936e+001dB,-1.77693985033623e+002°)
2.75422870333814e+005	(4.85879291182941e+001dB,-1.77892581856505e+002°)
2.81838293126442e+005	(4.85889986682978e+001dB,-1.78090113373590e+002°)
2.88403150312657e+005	(4.85899613380355e+001dB,-1.78286678908403e+002°)
2.95120922666635e+005	(4.85908190989855e+001dB,-1.78482377487932e+002°)
3.01995172040198e+005	(4.85915737087965e+001dB,-1.78677307871256e+002°)
3.09029543251356e+005	(4.85922267147187e+001dB,-1.78871568578911e+002°)
3.16227766016834e+005	(4.85927794562502e+001dB,-1.79065257922871e+002°)
3.23593656929625e+005	(4.85932330677335e+001dB,-1.79258474036949e+002°)
3.31131121482587e+005	(4.85935884803809e+001dB,-1.79451314907831e+002°)
3.38844156139199e+005	(4.85938464240763e+001dB,-1.79643878406380e+002°)
3.46736850452528e+005	(4.85940074285301e+001dB,-1.79836262319147e+002°)
3.54813389233571e+005	(4.85940718245196e+001dB,1.79971435619643e+002°)
3.63078054770097e+005	(4.85940397443220e+001dB,1.79779117696116e+002°)
3.71535229097168e+005	(4.85939111220258e+001dB,1.79586686184671e+002°)
