Freq.	V(out)
3.80189396320557e+005	(4.85936856934083e+001dB,1.79394043315869e+002°)
3.89045144994276e+005	(4.85933629953483e+001dB,1.79201091244312e+002°)
3.98107170553493e+005	(4.85929423651645e+001dB,1.79007732016732e+002°)
4.07380277804108e+005	(4.85924229392752e+001dB,1.78813867540128e+002°)
4.16869383470331e+005	(4.85918036514903e+001dB,1.78619399550466e+002°)
4.26579518801588e+005	(4.85910832312697e+001dB,1.78424229581246e+002°)
4.36515832240161e+005	(4.85902602012230e+001dB,1.78228258932928e+002°)
4.46683592150958e+005	(4.85893328744738e+001dB,1.78031388642558e+002°)
4.57088189614870e+005	(4.85882993515194e+001dB,1.77833519454146e+002°)
4.67735141287193e+005	(4.85871575167557e+001dB,1.77634551789463e+002°)
4.78630092322633e+005	(4.85859050346870e+001dB,1.77434385719839e+002°)
4.89778819368440e+005	(4.85845393455838e+001dB,1.77232920938559e+002°)
5.01187233627266e+005	(4.85830576609323e+001dB,1.77030056734348e+002°)
5.12861383991359e+005	(4.85814569584203e+001dB,1.76825691965586e+002°)
5.24807460249766e+005	(4.85797339763394e+001dB,1.76619725036179e+002°)
5.37031796370246e+005	(4.85778852079826e+001dB,1.76412053871973e+002°)
5.49540873857618e+005	(4.85759068953346e+001dB,1.76202575898968e+002°)
5.62341325190342e+005	(4.85737950223672e+001dB,1.75991188022835e+002°)
5.75439937337150e+005	(4.85715453080706e+001dB,1.75777786610083e+002°)
5.88843655355582e+005	(4.85691531989344e+001dB,1.75562267470772e+002°)
6.02559586074350e+005	(4.85666138610458e+001dB,1.75344525843258e+002°)
6.16595001861474e+005	(4.85639221718919e+001dB,1.75124456380829e+002°)
6.30957344480185e+005	(4.85610727114922e+001dB,1.74901953140432e+002°)
6.45654229034647e+005	(4.85580597533036e+001dB,1.74676909574040e+002°)
6.60693448007588e+005	(4.85548772545550e+001dB,1.74449218521977e+002°)
6.76082975391973e+005	(4.85515188463877e+001dB,1.74218772209375e+002°)
6.91830970918928e+005	(4.85479778231522e+001dB,1.73985462245267e+002°)
7.07945784384129e+005	(4.85442471317470e+001dB,1.73749179624808e+002°)
7.24435960074981e+005	(4.85403193601519e+001dB,1.73509814734721e+002°)
7.41310241300908e+005	(4.85361867257278e+001dB,1.73267257362197e+002°)
7.58577575029174e+005	(4.85318410631131e+001dB,1.73021396707699e+002°)
7.76247116628682e+005	(4.85272738114694e+001dB,1.72772121401561e+002°)
7.94328234724271e+005	(4.85224760016425e+001dB,1.72519319524867e+002°)
8.12830516164089e+005	(4.85174382426767e+001dB,1.72262878634808e+002°)
8.31763771102660e+005	(4.85121507080315e+001dB,1.72002685794710e+002°)
8.51138038202365e+005	(4.85066031214281e+001dB,1.71738627609457e+002°)
8.70963589956069e+005	(4.85007847422725e+001dB,1.71470590265787e+002°)
8.91250938133734e+005	(4.84946843507763e+001dB,1.71198459578661e+002°)
9.12010839355898e+005	(4.84882902328078e+001dB,1.70922121043205e+002°)
9.33254300796979e+005	(4.84815901642976e+001dB,1.70641459893516e+002°)
9.54992586021423e+005	(4.84745713955375e+001dB,1.70356361167585e+002°)
9.77237220955797e+005	(4.84672206351315e+001dB,1.70066709779398e+002°)
9.99999999999987e+005	(4.84595240337557e+001dB,1.69772390598739e+002°)
1.02329299228074e+006	(4.84514671678485e+001dB,1.69473288537977e+002°)
1.04712854805089e+006	(4.84430350230183e+001dB,1.69169288647858e+002°)
1.07151930523759e+006	(4.84342119776322e+001dB,1.68860276220775e+002°)
1.09647819614317e+006	(4.84249817860533e+001dB,1.68546136903837e+002°)
1.12201845430195e+006	(4.84153275623137e+001dB,1.68226756820376e+002°)
1.14815362149687e+006	(4.84052317636233e+001dB,1.67902022701229e+002°)
1.17489755493951e+006	(4.83946761742200e+001dB,1.67571822026376e+002°)
1.20226443461740e+006	(4.83836418893548e+001dB,1.67236043176426e+002°)
1.23026877081236e+006	(4.83721092998984e+001dB,1.66894575594573e+002°)
1.25892541179415e+006	(4.83600580771529e+001dB,1.66547309960007e+002°)
1.28824955169312e+006	(4.83474671584327e+001dB,1.66194138372238e+002°)
1.31825673855639e+006	(4.83343147330725e+001dB,1.65834954547180e+002°)
1.34896288259163e+006	(4.83205782295033e+001dB,1.65469654024735e+002°)
1.38038426460287e+006	(4.83062343032279e+001dB,1.65098134388471e+002°)
1.41253754462273e+006	(4.82912588255628e+001dB,1.64720295497654e+002°)
1.44543977074591e+006	(4.82756268740162e+001dB,1.64336039731220e+002°)
1.47910838816819e+006	(4.82593127237545e+001dB,1.63945272244448e+002°)
1.51356124843619e+006	(4.82422898405947e+001dB,1.63547901237564e+002°)
1.54881661891246e+006	(4.82245308759205e+001dB,1.63143838236972e+002°)
1.58489319246109e+006	(4.82060076631769e+001dB,1.62732998388513e+002°)
1.62181009735891e+006	(4.81866912167005e+001dB,1.62315300762280e+002°)
1.65958690743754e+006	(4.81665517324762e+001dB,1.61890668669701e+002°)
1.69824365246172e+006	(4.81455585918023e+001dB,1.61459029990880e+002°)
1.73780082874935e+006	(4.81236803670275e+001dB,1.61020317513371e+002°)
1.77827941003890e+006	(4.81008848307084e+001dB,1.60574469279879e+002°)
1.81970085860996e+006	(4.80771389674126e+001dB,1.60121428946210e+002°)
1.86208713666284e+006	(4.80524089889126e+001dB,1.59661146146369e+002°)
1.90546071796322e+006	(4.80266603530096e+001dB,1.59193576865552e+002°)
1.94984459975802e+006	(4.79998577858356e+001dB,1.58718683818121e+002°)
1.99526231496885e+006	(4.79719653079701e+001dB,1.58236436831305e+002°)
2.04173794466950e+006	(4.79429462649524e+001dB,1.57746813230268e+002°)
2.08929613085401e+006	(4.79127633616568e+001dB,1.57249798225949e+002°)
2.13796208950220e+006	(4.78813787013391e+001dB,1.56745385300905e+002°)
2.18776162394952e+006	(4.78487538291262e+001dB,1.56233576593419e+002°)
2.23872113856831e+006	(4.78148497801310e+001dB,1.55714383276120e+002°)
2.29086765276774e+006	(4.77796271326502e+001dB,1.55187825927144e+002°)
2.34422881531989e+006	(4.77430460658622e+001dB,1.54653934892223e+002°)
2.39883291901946e+006	(4.77050664227595e+001dB,1.54112750632890e+002°)
2.45470891568499e+006	(4.76656477778314e+001dB,1.53564324061185e+002°)
2.51188643150954e+006	(4.76247495099733e+001dB,1.53008716854108e+002°)
2.57039578276883e+006	(4.75823308799648e+001dB,1.52446001747719e+002°)
2.63026799189534e+006	(4.75383511128835e+001dB,1.51876262807567e+002°)
2.69153480392688e+006	(4.74927694852568e+001dB,1.51299595669673e+002°)
2.75422870333813e+006	(4.74455454165155e+001dB,1.50716107752652e+002°)
2.81838293126441e+006	(4.73966385648005e+001dB,1.50125918434440e+002°)
2.88403150312656e+006	(4.73460089266556e+001dB,1.49529159192985e+002°)
2.95120922666634e+006	(4.72936169402787e+001dB,1.48925973705885e+002°)
3.01995172040197e+006	(4.72394235920321e+001dB,1.48316517908328e+002°)
3.09029543251354e+006	(4.71833905256102e+001dB,1.47700960003869e+002°)
3.16227766016833e+006	(4.71254801535469e+001dB,1.47079480427800e+002°)
3.23593656929623e+006	(4.70656557704063e+001dB,1.46452271759266e+002°)
3.31131121482586e+006	(4.70038816669175e+001dB,1.45819538581541e+002°)
3.38844156139197e+006	(4.69401232448162e+001dB,1.45181497287094e+002°)
3.46736850452526e+006	(4.68743471312001e+001dB,1.44538375827730e+002°)
3.54813389233570e+006	(4.68065212921652e+001dB,1.43890413407696e+002°)
3.63078054770096e+006	(4.67366151446055e+001dB,1.43237860120718e+002°)
3.71535229097167e+006	(4.66645996655972e+001dB,1.42580976528874e+002°)
3.80189396320555e+006	(4.65904474987036e+001dB,1.41920033186392e+002°)
3.89045144994275e+006	(4.65141330560635e+001dB,1.41255310107435e+002°)
3.98107170553491e+006	(4.64356326158898e+001dB,1.40587096180440e+002°)
4.07380277804106e+006	(4.63549244143968e+001dB,1.39915688530718e+002°)
4.16869383470329e+006	(4.62719887314734e+001dB,1.39241391834268e+002°)
4.26579518801586e+006	(4.61868079694140e+001dB,1.38564517586140e+002°)
4.36515832240159e+006	(4.60993667239893e+001dB,1.37885383325894e+002°)
4.46683592150956e+006	(4.60096518474769e+001dB,1.37204311826522e+002°)
4.57088189614868e+006	(4.59176525027069e+001dB,1.36521630248261e+002°)
4.67735141287191e+006	(4.58233602080999e+001dB,1.35837669265117e+002°)
4.78630092322631e+006	(4.57267688730145e+001dB,1.35152762168425e+002°)
4.89778819368438e+006	(4.56278748231070e+001dB,1.34467243951460e+002°)
5.01187233627264e+006	(4.55266768156508e+001dB,1.33781450383793e+002°)
5.12861383991357e+006	(4.54231760444046e+001dB,1.33095717078239e+002°)
5.24807460249764e+006	(4.53173761343721e+001dB,1.32410378559134e+002°)
5.37031796370244e+006	(4.52092831260193e+001dB,1.31725767335233e+002°)
5.49540873857616e+006	(4.50989054495243e+001dB,1.31042212985545e+002°)
5.62341325190340e+006	(4.49862538889534e+001dB,1.30360041261446e+002°)
5.75439937337148e+006	(4.48713415369903e+001dB,1.29679573214705e+002°)
5.88843655355579e+006	(4.47541837402790e+001dB,1.29001124349335e+002°)
6.02559586074348e+006	(4.46347980362579e+001dB,1.28325003811624e+002°)
6.16595001861472e+006	(4.45132040814733e+001dB,1.27651513614470e+002°)
6.30957344480183e+006	(4.43894235726414e+001dB,1.26980947905757e+002°)
6.45654229034645e+006	(4.42634801605279e+001dB,1.26313592281304e+002°)
6.60693448007585e+006	(4.41353993577253e+001dB,1.25649723147120e+002°)
6.76082975391971e+006	(4.40052084408018e+001dB,1.24989607133377e+002°)
6.91830970918925e+006	(4.38729363478846e+001dB,1.24333500560664e+002°)
7.07945784384126e+006	(4.37386135719714e+001dB,1.23681648963515e+002°)
7.24435960074978e+006	(4.36022720514045e+001dB,1.23034286667801e+002°)
7.41310241300905e+006	(4.34639450575521e+001dB,1.22391636427038e+002°)
7.58577575029171e+006	(4.33236670810695e+001dB,1.21753909113356e+002°)
7.76247116628679e+006	(4.31814737171146e+001dB,1.21121303466854e+002°)
7.94328234724268e+006	(4.30374015502993e+001dB,1.20494005898513e+002°)
8.12830516164086e+006	(4.28914880402378e+001dB,1.19872190348589e+002°)
8.31763771102657e+006	(4.27437714081552e+001dB,1.19256018197084e+002°)
8.51138038202362e+006	(4.25942905249861e+001dB,1.18645638223903e+002°)
8.70963589956066e+006	(4.24430848020465e+001dB,1.18041186618031e+002°)
8.91250938133731e+006	(4.22901940841637e+001dB,1.17442787032376e+002°)
9.12010839355894e+006	(4.21356585461551e+001dB,1.16850550680112e+002°)
9.33254300796975e+006	(4.19795185928675e+001dB,1.16264576472600e+002°)
9.54992586021420e+006	(4.18218147631282e+001dB,1.15684951193023e+002°)
9.77237220955794e+006	(4.16625876377869e+001dB,1.15111749703612e+002°)
9.99999999999983e+006	(4.15018777525521e+001dB,1.14545035184823e+002°)
1.02329299228074e+007	(4.13397255150042e+001dB,1.13984859399685e+002°)
1.04712854805088e+007	(4.11761711268488e+001dB,1.13431262984444e+002°)
1.07151930523759e+007	(4.10112545105855e+001dB,1.12884275758775e+002°)
1.09647819614317e+007	(4.08450152416260e+001dB,1.12343917054978e+002°)
1.12201845430194e+007	(4.06774924847734e+001dB,1.11810196061832e+002°)
1.14815362149686e+007	(4.05087249361099e+001dB,1.11283112181100e+002°)
1.17489755493951e+007	(4.03387507695545e+001dB,1.10762655393274e+002°)
1.20226443461739e+007	(4.01676075879767e+001dB,1.10248806630679e+002°)
1.23026877081236e+007	(3.99953323794340e+001dB,1.09741538155321e+002°)
1.25892541179415e+007	(3.98219614775925e+001dB,1.09240813939402e+002°)
1.28824955169311e+007	(3.96475305265559e+001dB,1.08746590045603e+002°)
1.31825673855638e+007	(3.94720744500767e+001dB,1.08258815007153e+002°)
1.34896288259163e+007	(3.92956274246878e+001dB,1.07777430203334e+002°)
1.38038426460286e+007	(3.91182228566011e+001dB,1.07302370231572e+002°)
1.41253754462273e+007	(3.89398933624527e+001dB,1.06833563272785e+002°)
1.44543977074590e+007	(3.87606707532045e+001dB,1.06370931449332e+002°)
1.47910838816818e+007	(3.85805860215535e+001dB,1.05914391175384e+002°)
1.51356124843618e+007	(3.83996693321124e+001dB,1.05463853497103e+002°)
1.54881661891245e+007	(3.82179500146523e+001dB,1.05019224422944e+002°)
1.58489319246109e+007	(3.80354565596519e+001dB,1.04580405243881e+002°)
1.62181009735890e+007	(3.78522166165121e+001dB,1.04147292841399e+002°)
1.65958690743753e+007	(3.76682569938337e+001dB,1.03719779984324e+002°)
1.69824365246171e+007	(3.74836036617280e+001dB,1.03297755613572e+002°)
1.73780082874934e+007	(3.72982817559532e+001dB,1.02881105114176e+002°)
1.77827941003889e+007	(3.71123155837175e+001dB,1.02469710575549e+002°)
1.81970085860995e+007	(3.69257286308997e+001dB,1.02063451038814e+002°)
1.86208713666283e+007	(3.67385435706345e+001dB,1.01662202731630e+002°)
1.90546071796321e+007	(3.65507822729961e+001dB,1.01265839290949e+002°)
1.94984459975801e+007	(3.63624658157579e+001dB,1.00874231973030e+002°)
1.99526231496884e+007	(3.61736144959877e+001dB,1.00487249851873e+002°)
2.04173794466949e+007	(3.59842478421793e+001dB,1.00104760005106e+002°)
2.08929613085400e+007	(3.57943846274837e+001dB,9.97266276889111e+001°)
2.13796208950219e+007	(3.56040428828142e+001dB,9.93527165010300e+001°)
2.18776162394951e+007	(3.54132399108357e+001dB,9.89828885331291e+001°)
2.23872113856830e+007	(3.52219923000275e+001dB,9.86170045121920e+001°)
2.29086765276773e+007	(3.50303159389387e+001dB,9.82549239317697e+001°)
2.34422881531988e+007	(3.48382260306100e+001dB,9.78965051729769e+001°)
2.39883291901945e+007	(3.46457371069901e+001dB,9.75416056161613e+001°)
2.45470891568499e+007	(3.44528630433609e+001dB,9.71900817431635e+001°)
2.51188643150953e+007	(3.42596170726162e+001dB,9.68417892307753e+001°)
2.57039578276882e+007	(3.40660117993521e+001dB,9.64965830357264e+001°)
2.63026799189533e+007	(3.38720592138806e+001dB,9.61543174716230e+001°)
2.69153480392687e+007	(3.36777707057632e+001dB,9.58148462783074e+001°)
2.75422870333811e+007	(3.34831570771866e+001dB,9.54780226836527e+001°)
2.81838293126440e+007	(3.32882285559101e+001dB,9.51436994587379e+001°)
2.88403150312655e+007	(3.30929948079203e+001dB,9.48117289664065e+001°)
2.95120922666633e+007	(3.28974649495286e+001dB,9.44819632034538e+001°)
3.01995172040196e+007	(3.27016475590820e+001dB,9.41542538372725e+001°)
3.09029543251353e+007	(3.25055506882624e+001dB,9.38284522369472e+001°)
3.16227766016832e+007	(3.23091818727374e+001dB,9.35044094991121e+001°)
3.23593656929622e+007	(3.21125481424356e+001dB,9.31819764692277e+001°)
3.31131121482585e+007	(3.19156560311820e+001dB,9.28610037582616e+001°)
3.38844156139196e+007	(3.17185115858560e+001dB,9.25413417553859e+001°)
3.46736850452525e+007	(3.15211203749640e+001dB,9.22228406366741e+001°)
3.54813389233569e+007	(3.13234874964440e+001dB,9.19053503703488e+001°)
3.63078054770094e+007	(3.11256175853240e+001dB,9.15887207191118e+001°)
3.71535229097165e+007	(3.09275148202873e+001dB,9.12728012390298e+001°)
3.80189396320554e+007	(3.07291829299065e+001dB,9.09574412761583e+001°)
3.89045144994273e+007	(3.05306251982785e+001dB,9.06424899606791e+001°)
3.98107170553490e+007	(3.03318444698671e+001dB,9.03277961989990e+001°)
4.07380277804105e+007	(3.01328431539616e+001dB,9.00132086640577e+001°)
4.16869383470327e+007	(2.99336232281724e+001dB,8.96985757837731e+001°)
4.26579518801584e+007	(2.97341862417255e+001dB,8.93837457287192e+001°)
4.36515832240158e+007	(2.95345333177820e+001dB,8.90685663983025e+001°)
4.46683592150954e+007	(2.93346651552852e+001dB,8.87528854063534e+001°)
4.57088189614866e+007	(2.91345820301867e+001dB,8.84365500661886e+001°)
4.67735141287189e+007	(2.89342837958626e+001dB,8.81194073751478e+001°)
4.78630092322629e+007	(2.87337698832481e+001dB,8.78013039995397e+001°)
4.89778819368437e+007	(2.85330392999567e+001dB,8.74820862592948e+001°)
5.01187233627262e+007	(2.83320906289866e+001dB,8.71616001133521e+001°)
5.12861383991355e+007	(2.81309220269371e+001dB,8.68396911459268e+001°)
5.24807460249762e+007	(2.79295312211982e+001dB,8.65162045532221e+001°)
5.37031796370242e+007	(2.77279155069466e+001dB,8.61909851319066e+001°)
5.49540873857614e+007	(2.75260717432334e+001dB,8.58638772686956e+001°)
5.62341325190338e+007	(2.73239963487212e+001dB,8.55347249320095e+001°)
5.75439937337145e+007	(2.71216852965759e+001dB,8.52033716653394e+001°)
5.88843655355577e+007	(2.69191341089382e+001dB,8.48696605831288e+001°)
6.02559586074346e+007	(2.67163378507884e+001dB,8.45334343692058e+001°)
6.16595001861470e+007	(2.65132911231790e+001dB,8.41945352780075e+001°)
6.30957344480181e+007	(2.63099880559980e+001dB,8.38528051390893e+001°)
6.45654229034643e+007	(2.61064223001068e+001dB,8.35080853650015e+001°)
6.60693448007583e+007	(2.59025870190332e+001dB,8.31602169630635e+001°)
6.76082975391968e+007	(2.56984748800581e+001dB,8.28090405511169e+001°)
6.91830970918922e+007	(2.54940780449684e+001dB,8.24543963779238e+001°)
7.07945784384124e+007	(2.52893881601512e+001dB,8.20961243480858e+001°)
7.24435960074975e+007	(2.50843963464006e+001dB,8.17340640522893e+001°)
7.41310241300902e+007	(2.48790931881840e+001dB,8.13680548028551e+001°)
7.58577575029168e+007	(2.46734687227392e+001dB,8.09979356754257e+001°)
7.76247116628676e+007	(2.44675124285263e+001dB,8.06235455563874e+001°)
7.94328234724265e+007	(2.42612132136318e+001dB,8.02447231973719e+001°)
8.12830516164083e+007	(2.40545594037550e+001dB,7.98613072763718e+001°)
8.31763771102654e+007	(2.38475387300425e+001dB,7.94731364663754e+001°)
8.51138038202359e+007	(2.36401383167710e+001dB,7.90800495117523e+001°)
8.70963589956063e+007	(2.34323446687813e+001dB,7.86818853125867e+001°)
8.91250938133727e+007	(2.32241436591572e+001dB,7.82784830179555e+001°)
9.12010839355891e+007	(2.30155205165448e+001dB,7.78696821276008e+001°)
9.33254300796972e+007	(2.28064598129004e+001dB,7.74553226033944e+001°)
9.54992586021416e+007	(2.25969454512050e+001dB,7.70352449902110e+001°)
9.77237220955791e+007	(2.23869606536141e+001dB,7.66092905471321e+001°)
9.99999999999979e+007	(2.21764879497028e+001dB,7.61773013887119e+001°)
1.02329299228073e+008	(2.19655091654768e+001dB,7.57391206374829e+001°)
1.04712854805088e+008	(2.17540054128223e+001dB,7.52945925873981e+001°)
1.07151930523758e+008	(2.15419570794709e+001dB,7.48435628784325e+001°)
1.09647819614316e+008	(2.13293438201744e+001dB,7.43858786834863e+001°)
1.12201845430194e+008	(2.11161445484093e+001dB,7.39213889065927e+001°)
1.14815362149686e+008	(2.09023374295092e+001dB,7.34499443937825e+001°)
1.17489755493951e+008	(2.06878998747268e+001dB,7.29713981557548e+001°)
1.20226443461739e+008	(2.04728085370310e+001dB,7.24856056034612e+001°)
1.23026877081236e+008	(2.02570393082142e+001dB,7.19924247957153e+001°)
1.25892541179414e+008	(2.00405673178651e+001dB,7.14917166993906e+001°)
1.28824955169311e+008	(1.98233669342488e+001dB,7.09833454618833e+001°)
1.31825673855638e+008	(1.96054117673286e+001dB,7.04671786957207e+001°)
1.34896288259163e+008	(1.93866746740458e+001dB,6.99430877748991e+001°)
1.38038426460286e+008	(1.91671277661666e+001dB,6.94109481427489e+001°)
1.41253754462272e+008	(1.89467424209006e+001dB,6.88706396308323e+001°)
1.44543977074590e+008	(1.87254892944403e+001dB,6.83220467881659e+001°)
1.47910838816818e+008	(1.85033383385461e+001dB,6.77650592198757e+001°)
1.51356124843618e+008	(1.82802588206653e+001dB,6.71995719348914e+001°)
1.54881661891245e+008	(1.80562193476010e+001dB,6.66254857013347e+001°)
1.58489319246108e+008	(1.78311878930169e+001dB,6.60427074085842e+001°)
1.62181009735890e+008	(1.76051318286924e+001dB,6.54511504341704e+001°)
1.65958690743753e+008	(1.73780179604211e+001dB,6.48507350152916e+001°)
1.69824365246171e+008	(1.71498125680763e+001dB,6.42413886221297e+001°)
1.73780082874934e+008	(1.69204814501493e+001dB,6.36230463313893e+001°)
1.77827941003888e+008	(1.66899899732929e+001dB,6.29956511987927e+001°)
1.81970085860994e+008	(1.64583031266363e+001dB,6.23591546277241e+001°)
1.86208713666283e+008	(1.62253855810271e+001dB,6.17135167317963e+001°)
1.90546071796321e+008	(1.59912017535986e+001dB,6.10587066894877e+001°)
1.94984459975800e+008	(1.57557158773502e+001dB,6.03947030875595e+001°)
1.99526231496884e+008	(1.55188920760487e+001dB,5.97214942510676e+001°)
2.04173794466949e+008	(1.52806944442422e+001dB,5.90390785567497e+001°)
2.08929613085399e+008	(1.50410871327752e+001dB,5.83474647277087e+001°)
2.13796208950219e+008	(1.48000344389116e+001dB,5.76466721048134e+001°)
2.18776162394951e+008	(1.45575009019481e+001dB,5.69367308937487e+001°)
2.23872113856829e+008	(1.43134514034440e+001dB,5.62176823832885e+001°)
2.29086765276772e+008	(1.40678512719004e+001dB,5.54895791318331e+001°)
2.34422881531987e+008	(1.38206663921017e+001dB,5.47524851201851e+001°)
2.39883291901944e+008	(1.35718633183000e+001dB,5.40064758666580e+001°)
2.45470891568498e+008	(1.33214093908831e+001dB,5.32516385017490e+001°)
2.51188643150953e+008	(1.30692728565818e+001dB,5.24880718007324e+001°)
2.57039578276881e+008	(1.28154229910647e+001dB,5.17158861703913e+001°)
2.63026799189532e+008	(1.25598302241365e+001dB,5.09352035892432e+001°)
2.69153480392686e+008	(1.23024662657409e+001dB,5.01461574968863e+001°)
2.75422870333811e+008	(1.20433042341377e+001dB,4.93488926350197e+001°)
2.81838293126439e+008	(1.17823187831650e+001dB,4.85435648340037e+001°)
2.88403150312654e+008	(1.15194862299523e+001dB,4.77303407484627e+001°)
2.95120922666632e+008	(1.12547846810948e+001dB,4.69093975390525e+001°)
3.01995172040195e+008	(1.09881941569615e+001dB,4.60809225014602e+001°)
3.09029543251352e+008	(1.07196967135289e+001dB,4.52451126436705e+001°)
3.16227766016831e+008	(1.04492765605410e+001dB,4.44021742118541e+001°)
3.23593656929621e+008	(1.01769201755680e+001dB,4.35523221673602e+001°)
3.31131121482584e+008	(9.90261641295542e+000dB,4.26957796166310e+001°)
3.38844156139195e+008	(9.62635660710583e+000dB,4.18327771972711e+001°)
3.46736850452524e+008	(9.34813466941816e+000dB,4.09635524237443e+001°)
3.54813389233568e+008	(9.06794717757431e+000dB,4.00883489953056e+001°)
3.63078054770093e+008	(8.78579345772276e+000dB,3.92074160729512e+001°)
3.71535229097164e+008	(8.50167565769629e+000dB,3.83210075275961e+001°)
3.80189396320553e+008	(8.21559881166938e+000dB,3.74293811665670e+001°)
3.89045144994272e+008	(7.92757089537665e+000dB,3.65327979431053e+001°)
3.98107170553488e+008	(7.63760287153220e+000dB,3.56315211547644e+001°)
4.07380277804103e+008	(7.34570872555163e+000dB,3.47258156375615e+001°)
4.16869383470326e+008	(7.05190549055063e+000dB,3.38159469605141e+001°)
4.26579518801583e+008	(6.75621326259995e+000dB,3.29021806290568e+001°)
4.36515832240156e+008	(6.45865520511421e+000dB,3.19847813015511e+001°)
4.46683592150953e+008	(6.15925754331308e+000dB,3.10640120269025e+001°)
4.57088189614865e+008	(5.85804954833877e+000dB,3.01401335083610e+001°)
4.67735141287188e+008	(5.55506351137661e+000dB,2.92134033997138e+001°)
4.78630092322627e+008	(5.25033470821715e+000dB,2.82840756398198e+001°)
4.89778819368435e+008	(4.94390135445955e+000dB,2.73523998305217e+001°)
5.01187233627261e+008	(4.63580455196971e+000dB,2.64186206632101e+001°)
5.12861383991353e+008	(4.32608822676386e+000dB,2.54829773980216e+001°)
5.24807460249761e+008	(4.01479905912818e+000dB,2.45457034001432e+001°)
5.37031796370240e+008	(3.70198640655365e+000dB,2.36070257367730e+001°)
5.49540873857612e+008	(3.38770221967472e+000dB,2.26671648369361e+001°)
5.62341325190336e+008	(3.07200095232032e+000dB,2.17263342174056e+001°)
5.75439937337144e+008	(2.75493946629745e+000dB,2.07847402764653e+001°)
5.88843655355575e+008	(2.43657693075853e+000dB,1.98425821553798e+001°)
6.02559586074344e+008	(2.11697471765624e+000dB,1.89000516696988e+001°)
6.16595001861468e+008	(1.79619629373272e+000dB,1.79573333101047e+001°)
6.30957344480179e+008	(1.47430710888186e+000dB,1.70146043110348e+001°)
6.45654229034641e+008	(1.15137448243827e+000dB,1.60720347876362e+001°)
6.60693448007581e+008	(8.27467487079612e-001dB,1.51297879380686e+001°)
6.76082975391966e+008	(5.02656831234426e-001dB,1.41880203097223e+001°)
6.91830970918920e+008	(1.77014740200482e-001dB,1.32468821264112e+001°)
7.07945784384121e+008	(-1.49385163317890e-001dB,1.23065176740216e+001°)
7.24435960074973e+008	(-4.76467979964557e-001dB,1.13670657396324e+001°)
7.41310241300900e+008	(-8.04157653670752e-001dB,1.04286601030835e+001°)
7.58577575029166e+008	(-1.13237709262640e+000dB,9.49143007376293e+000°)
7.76247116628674e+008	(-1.46104828981989e+000dB,8.55550107015804e+000°)
7.94328234724263e+008	(-1.79009244323950e+000dB,7.62099523715309e+000°)
8.12830516164080e+008	(-2.11943007610697e+000dB,6.68803209554837e+000°)
8.31763771102651e+008	(-2.44898115660729e+000dB,5.75672921943131e+000°)
8.51138038202356e+008	(-2.77866521723132e+000dB,4.82720293597410e+000°)
8.70963589956060e+008	(-3.10840147416273e+000dB,3.89956904175679e+000°)
8.91250938133725e+008	(-3.43810894593467e+000dB,2.97394353125851e+000°)
9.12010839355888e+008	(-3.76770657242926e+000dB,2.05044333065823e+000°)
9.33254300796969e+008	(-4.09711333314430e+000dB,1.12918703288750e+000°)
9.54992586021413e+008	(-4.42624836598024e+000dB,2.10295626855642e-001°)
9.77237220955788e+008	(-4.75503108541326e+000dB,-7.06106783164119e-001°)
1.00000000000000e+009	(-5.08338130126081e+000dB,-1.61989227490804e+000°)
