Freq.	V(out)
4.67735141287193e+005	(6.42526063646367e+001dB,-8.05742913492504e+000°)
4.78630092322633e+005	(6.42418415192692e+001dB,-8.58768684781112e+000°)
4.89778819368440e+005	(6.42302608240958e+001dB,-9.12108372177398e+000°)
5.01187233627266e+005	(6.42178463909060e+001dB,-9.65778254634816e+000°)
5.12861383991359e+005	(6.42045792157589e+001dB,-1.01979424420096e+001°)
5.24807460249766e+005	(6.41904391846564e+001dB,-1.07417185625104e+001°)
5.37031796370246e+005	(6.41754050806530e+001dB,-1.12892617879842e+001°)
5.49540873857618e+005	(6.41594545925936e+001dB,-1.18407184089880e+001°)
5.62341325190342e+005	(6.41425643256237e+001dB,-1.23962298013898e+001°)
5.75439937337150e+005	(6.41247098137274e+001dB,-1.29559320923509e+001°)
5.88843655355582e+005	(6.41058655344841e+001dB,-1.35199558179871e+001°)
6.02559586074350e+005	(6.40860049261666e+001dB,-1.40884255723803e+001°)
6.16595001861474e+005	(6.40651004075583e+001dB,-1.46614596497182e+001°)
6.30957344480185e+005	(6.40431234005391e+001dB,-1.52391696790604e+001°)
6.45654229034647e+005	(6.40200443557527e+001dB,-1.58216602535186e+001°)
6.60693448007588e+005	(6.39958327815170e+001dB,-1.64090285542467e+001°)
6.76082975391973e+005	(6.39704572762311e+001dB,-1.70013639709145e+001°)
6.91830970918928e+005	(6.39438855644265e+001dB,-1.75987477196172e+001°)
7.07945784384129e+005	(6.39160845366941e+001dB,-1.82012524600157e+001°)
7.24435960074981e+005	(6.38870202936740e+001dB,-1.88089419133858e+001°)
7.41310241300908e+005	(6.38566581942213e+001dB,-1.94218704832840e+001°)
7.58577575029174e+005	(6.38249629079685e+001dB,-2.00400828809537e+001°)
7.76247116628682e+005	(6.37918984723518e+001dB,-2.06636137578607e+001°)
7.94328234724271e+005	(6.37574283542657e+001dB,-2.12924873475425e+001°)
8.12830516164089e+005	(6.37215155163459e+001dB,-2.19267171192322e+001°)
8.31763771102660e+005	(6.36841224879998e+001dB,-2.25663054462508e+001°)
8.51138038202365e+005	(6.36452114411700e+001dB,-2.32112432917743e+001°)
8.70963589956069e+005	(6.36047442707681e+001dB,-2.38615099148054e+001°)
8.91250938133734e+005	(6.35626826797797e+001dB,-2.45170725996070e+001°)
9.12010839355898e+005	(6.35189882688784e+001dB,-2.51778864115075e+001°)
9.33254300796979e+005	(6.34736226303954e+001dB,-2.58438939823573e+001°)
9.54992586021423e+005	(6.34265474464607e+001dB,-2.65150253284094e+001°)
9.77237220955797e+005	(6.33777245910526e+001dB,-2.71911977044415e+001°)
9.99999999999987e+005	(6.33271162356089e+001dB,-2.78723154962243e+001°)
1.02329299228074e+006	(6.32746849579036e+001dB,-2.85582701552367e+001°)
1.04712854805089e+006	(6.32203938536934e+001dB,-2.92489401776857e+001°)
1.07151930523759e+006	(6.31642066507361e+001dB,-2.99441911309261e+001°)
1.09647819614317e+006	(6.31060878246134e+001dB,-3.06438757295482e+001°)
1.12201845430195e+006	(6.30460027158156e+001dB,-3.13478339631071e+001°)
1.14815362149687e+006	(6.29839176474314e+001dB,-3.20558932776145e+001°)
1.17489755493951e+006	(6.29198000428846e+001dB,-3.27678688120635e+001°)
1.20226443461740e+006	(6.28536185428796e+001dB,-3.34835636910141e+001°)
1.23026877081236e+006	(6.27853431209623e+001dB,-3.42027693741614e+001°)
1.25892541179415e+006	(6.27149451968857e+001dB,-3.49252660626682e+001°)
1.28824955169312e+006	(6.26423977470342e+001dB,-3.56508231624217e+001°)
1.31825673855639e+006	(6.25676754111189e+001dB,-3.63791998029141e+001°)
1.34896288259163e+006	(6.24907545943971e+001dB,-3.71101454108446e+001°)
1.38038426460287e+006	(6.24116135646442e+001dB,-3.78434003362900e+001°)
1.41253754462273e+006	(6.23302325431387e+001dB,-3.85786965292060e+001°)
1.44543977074591e+006	(6.22465937889249e+001dB,-3.93157582631296e+001°)
1.47910838816819e+006	(6.21606816757468e+001dB,-4.00543029029735e+001°)
1.51356124843619e+006	(6.20724827609334e+001dB,-4.07940417127087e+001°)
1.54881661891246e+006	(6.19819858457456e+001dB,-4.15346806987081e+001°)
1.58489319246109e+006	(6.18891820266359e+001dB,-4.22759214840174e+001°)
1.62181009735891e+006	(6.17940647370103e+001dB,-4.30174622083070e+001°)
1.65958690743754e+006	(6.16966297791335e+001dB,-4.37589984483242e+001°)
1.69824365246172e+006	(6.15968753459033e+001dB,-4.45002241528406e+001°)
1.73780082874935e+006	(6.14948020323006e+001dB,-4.52408325866056e+001°)
1.77827941003890e+006	(6.13904128364793e+001dB,-4.59805172771738e+001°)
1.81970085860996e+006	(6.12837131504471e+001dB,-4.67189729586360e+001°)
1.86208713666284e+006	(6.11747107404281e+001dB,-4.74558965064256e+001°)
1.90546071796322e+006	(6.10634157171345e+001dB,-4.81909878572494e+001°)
1.94984459975802e+006	(6.09498404962261e+001dB,-4.89239509086025e+001°)
1.99526231496885e+006	(6.08339997492292e+001dB,-4.96544943923220e+001°)
2.04173794466950e+006	(6.07159103454893e+001dB,-5.03823327172492e+001°)
2.08929613085401e+006	(6.05955912855399e+001dB,-5.11071867760904e+001°)
2.13796208950220e+006	(6.04730636265589e+001dB,-5.18287847122288e+001°)
2.18776162394952e+006	(6.03483504004786e+001dB,-5.25468626425855e+001°)
2.23872113856831e+006	(6.02214765254605e+001dB,-5.32611653330763e+001°)
2.29086765276774e+006	(6.00924687114529e+001dB,-5.39714468238672e+001°)
2.34422881531989e+006	(5.99613553605614e+001dB,-5.46774710018676e+001°)
2.39883291901946e+006	(5.98281664630190e+001dB,-5.53790121188109e+001°)
2.45470891568499e+006	(5.96929334895002e+001dB,-5.60758552535559e+001°)
2.51188643150954e+006	(5.95556892805995e+001dB,-5.67677967176917e+001°)
2.57039578276883e+006	(5.94164679341984e+001dB,-5.74546444043689e+001°)
2.63026799189534e+006	(5.92753046915110e+001dB,-5.81362180804693e+001°)
2.69153480392688e+006	(5.91322358224876e+001dB,-5.88123496227590e+001°)
2.75422870333813e+006	(5.89872985113365e+001dB,-5.94828831992170e+001°)
2.81838293126441e+006	(5.88405307427668e+001dB,-6.01476753969689e+001°)
2.88403150312656e+006	(5.86919711896123e+001dB,-6.08065952987610e+001°)
2.95120922666634e+006	(5.85416591023773e+001dB,-6.14595245100411e+001°)
3.01995172040197e+006	(5.83896342012625e+001dB,-6.21063571391951e+001°)
3.09029543251354e+006	(5.82359365711108e+001dB,-6.27469997334941e+001°)
3.16227766016833e+006	(5.80806065597423e+001dB,-6.33813711737582e+001°)
3.23593656929623e+006	(5.79236846799712e+001dB,-6.40094025305535e+001°)
3.31131121482586e+006	(5.77652115157158e+001dB,-6.46310368851136e+001°)
3.38844156139197e+006	(5.76052276323707e+001dB,-6.52462291182286e+001°)
3.46736850452526e+006	(5.74437734917307e+001dB,-6.58549456700270e+001°)
3.54813389233570e+006	(5.72808893715712e+001dB,-6.64571642741334e+001°)
3.63078054770096e+006	(5.71166152900535e+001dB,-6.70528736691358e+001°)
3.71535229097167e+006	(5.69509909349670e+001dB,-6.76420732904532e+001°)
3.80189396320555e+006	(5.67840555979056e+001dB,-6.82247729457351e+001°)
3.89045144994275e+006	(5.66158481133244e+001dB,-6.88009924764534e+001°)
3.98107170553491e+006	(5.64464068024676e+001dB,-6.93707614086649e+001°)
4.07380277804106e+006	(5.62757694220475e+001dB,-6.99341185953140e+001°)
4.16869383470329e+006	(5.61039731176699e+001dB,-7.04911118527672e+001°)
4.26579518801586e+006	(5.59310543817512e+001dB,-7.10417975937213e+001°)
4.36515832240159e+006	(5.57570490159315e+001dB,-7.15862404587098e+001°)
4.46683592150956e+006	(5.55819920976701e+001dB,-7.21245129480604e+001°)
4.57088189614868e+006	(5.54059179509884e+001dB,-7.26566950563299e+001°)
4.67735141287191e+006	(5.52288601210820e+001dB,-7.31828739105363e+001°)
4.78630092322631e+006	(5.50508513526129e+001dB,-7.37031434139597e+001°)
4.89778819368438e+006	(5.48719235715365e+001dB,-7.42176038966083e+001°)
5.01187233627264e+006	(5.46921078701764e+001dB,-7.47263617735948e+001°)
5.12861383991357e+006	(5.45114344954134e+001dB,-7.52295292124670e+001°)
5.24807460249764e+006	(5.43299328397186e+001dB,-7.57272238101935e+001°)
5.37031796370244e+006	(5.41476314348448e+001dB,-7.62195682807692e+001°)
5.49540873857616e+006	(5.39645579479988e+001dB,-7.67066901537759e+001°)
5.62341325190340e+006	(5.37807391802206e+001dB,-7.71887214846660e+001°)
5.75439937337148e+006	(5.35962010668630e+001dB,-7.76657985768636e+001°)
5.88843655355579e+006	(5.34109686798998e+001dB,-7.81380617163064e+001°)
6.02559586074348e+006	(5.32250662319255e+001dB,-7.86056549181187e+001°)
6.16595001861472e+006	(5.30385170816515e+001dB,-7.90687256860833e+001°)
6.30957344480183e+006	(5.28513437407437e+001dB,-7.95274247845128e+001°)
6.45654229034645e+006	(5.26635678818106e+001dB,-7.99819060226801e+001°)
6.60693448007585e+006	(5.24752103474139e+001dB,-8.04323260517286e+001°)
6.76082975391971e+006	(5.22862911599530e+001dB,-8.08788441736316e+001°)
6.91830970918925e+006	(5.20968295322761e+001dB,-8.13216221624754e+001°)
7.07945784384126e+006	(5.19068438788874e+001dB,-8.17608240974448e+001°)
7.24435960074978e+006	(5.17163518276439e+001dB,-8.21966162071682e+001°)
7.41310241300905e+006	(5.15253702318215e+001dB,-8.26291667257683e+001°)
7.58577575029171e+006	(5.13339151824064e+001dB,-8.30586457593022e+001°)
7.76247116628679e+006	(5.11420020206272e+001dB,-8.34852251631238e+001°)
7.94328234724268e+006	(5.09496453504654e+001dB,-8.39090784292414e+001°)
8.12830516164086e+006	(5.07568590512070e+001dB,-8.43303805836064e+001°)
8.31763771102657e+006	(5.05636562899133e+001dB,-8.47493080927920e+001°)
8.51138038202362e+006	(5.03700495336705e+001dB,-8.51660387796687e+001°)
8.70963589956066e+006	(5.01760505616844e+001dB,-8.55807517477314e+001°)
8.91250938133731e+006	(4.99816704770086e+001dB,-8.59936273137153e+001°)
9.12010839355894e+006	(4.97869197179922e+001dB,-8.64048469479090e+001°)
9.33254300796975e+006	(4.95918080692973e+001dB,-8.68145932220515e+001°)
9.54992586021420e+006	(4.93963446724610e+001dB,-8.72230497641692e+001°)
9.77237220955794e+006	(4.92005380360217e+001dB,-8.76304012199863e+001°)
9.99999999999983e+006	(4.90043960450626e+001dB,-8.80368332206984e+001°)
1.02329299228074e+007	(4.88079259702332e+001dB,-8.84425323565465e+001°)
1.04712854805088e+007	(4.86111344761778e+001dB,-8.88476861559138e+001°)
1.07151930523759e+007	(4.84140276293388e+001dB,-8.92524830694021e+001°)
1.09647819614317e+007	(4.82166109051094e+001dB,-8.96571124586894e+001°)
1.12201845430194e+007	(4.80188891943257e+001dB,-9.00617645900421e+001°)
1.14815362149686e+007	(4.78208668090734e+001dB,-9.04666306313443e+001°)
1.17489755493951e+007	(4.76225474877789e+001dB,-9.08719026531834e+001°)
1.20226443461739e+007	(4.74239343995754e+001dB,-9.12777736330201e+001°)
1.23026877081236e+007	(4.72250301479398e+001dB,-9.16844374626160e+001°)
1.25892541179415e+007	(4.70258367735523e+001dB,-9.20920889578319e+001°)
1.28824955169311e+007	(4.68263557564030e+001dB,-9.25009238709391e+001°)
1.31825673855638e+007	(4.66265880171326e+001dB,-9.29111389046982e+001°)
1.34896288259163e+007	(4.64265339175569e+001dB,-9.33229317284080e+001°)
1.38038426460286e+007	(4.62261932604209e+001dB,-9.37365009949998e+001°)
1.41253754462273e+007	(4.60255652883083e+001dB,-9.41520463595406e+001°)
1.44543977074590e+007	(4.58246486818129e+001dB,-9.45697684977426e+001°)
1.47910838816818e+007	(4.56234415567967e+001dB,-9.49898691256736e+001°)
1.51356124843618e+007	(4.54219414609086e+001dB,-9.54125510191842e+001°)
1.54881661891245e+007	(4.52201453692395e+001dB,-9.58380180325428e+001°)
1.58489319246109e+007	(4.50180496791251e+001dB,-9.62664751176348e+001°)
1.62181009735890e+007	(4.48156502041866e+001dB,-9.66981283409783e+001°)
1.65958690743753e+007	(4.46129421674748e+001dB,-9.71331849004722e+001°)
1.69824365246171e+007	(4.44099201938025e+001dB,-9.75718531399301e+001°)
1.73780082874934e+007	(4.42065783012636e+001dB,-9.80143425621195e+001°)
1.77827941003889e+007	(4.40029098919061e+001dB,-9.84608638389818e+001°)
1.81970085860995e+007	(4.37989077415791e+001dB,-9.89116288197892e+001°)
1.86208713666283e+007	(4.35945639889855e+001dB,-9.93668505360118e+001°)
1.90546071796321e+007	(4.33898701239034e+001dB,-9.98267432024923e+001°)
1.94984459975801e+007	(4.31848169745973e+001dB,-1.00291522215582e+002°)
1.99526231496884e+007	(4.29793946944786e+001dB,-1.00761404146407e+002°)
2.04173794466949e+007	(4.27735927479399e+001dB,-1.01236606730089e+002°)
2.08929613085400e+007	(4.25673998954658e+001dB,-1.01717348849545e+002°)
2.13796208950219e+007	(4.23608041779867e+001dB,-1.02203850514278e+002°)
2.18776162394951e+007	(4.21537929005126e+001dB,-1.02696332833127e+002°)
2.23872113856830e+007	(4.19463526150720e+001dB,-1.03195017980806e+002°)
2.29086765276773e+007	(4.17384691029691e+001dB,-1.03700129157849e+002°)
2.34422881531988e+007	(4.15301273564410e+001dB,-1.04211890543171e+002°)
2.39883291901945e+007	(4.13213115596746e+001dB,-1.04730527238898e+002°)
2.45470891568499e+007	(4.11120050692963e+001dB,-1.05256265207702e+002°)
2.51188643150953e+007	(4.09021903943268e+001dB,-1.05789331200563e+002°)
2.57039578276882e+007	(4.06918491756829e+001dB,-1.06329952676315e+002°)
2.63026799189533e+007	(4.04809621652895e+001dB,-1.06878357711034e+002°)
2.69153480392687e+007	(4.02695092048075e+001dB,-1.07434774897672e+002°)
2.75422870333811e+007	(4.00574692041320e+001dB,-1.07999433234728e+002°)
2.81838293126440e+007	(3.98448201196704e+001dB,-1.08572562004512e+002°)
2.88403150312655e+007	(3.96315389324980e+001dB,-1.09154390638995e+002°)
2.95120922666633e+007	(3.94176016265099e+001dB,-1.09745148574143e+002°)
3.01995172040196e+007	(3.92029831666170e+001dB,-1.10345065091735e+002°)
3.09029543251353e+007	(3.89876574771534e+001dB,-1.10954369148079e+002°)
3.16227766016832e+007	(3.87715974205397e+001dB,-1.11573289189199e+002°)
3.23593656929622e+007	(3.85547747763998e+001dB,-1.12202052952492e+002°)
3.31131121482585e+007	(3.83371602211920e+001dB,-1.12840887254083e+002°)
3.38844156139196e+007	(3.81187233085573e+001dB,-1.13490017761540e+002°)
3.46736850452525e+007	(3.78994324504980e+001dB,-1.14149668751947e+002°)
3.54813389233569e+007	(3.76792548995470e+001dB,-1.14820062854891e+002°)
3.63078054770094e+007	(3.74581567321288e+001dB,-1.15501420779966e+002°)
3.71535229097165e+007	(3.72361028332384e+001dB,-1.16193961029406e+002°)
3.80189396320554e+007	(3.70130568827016e+001dB,-1.16897899594355e+002°)
3.89045144994273e+007	(3.67889813430988e+001dB,-1.17613449636940e+002°)
3.98107170553490e+007	(3.65638374496888e+001dB,-1.18340821156111e+002°)
4.07380277804105e+007	(3.63375852024341e+001dB,-1.19080220638505e+002°)
4.16869383470327e+007	(3.61101833603900e+001dB,-1.19831850695090e+002°)
4.26579518801584e+007	(3.58815894386990e+001dB,-1.20595909682727e+002°)
4.36515832240158e+007	(3.56517597083646e+001dB,-1.21372591312577e+002°)
4.46683592150954e+007	(3.54206491990826e+001dB,-1.22162084244801e+002°)
4.57088189614866e+007	(3.51882117053202e+001dB,-1.22964571671524e+002°)
4.67735141287189e+007	(3.49543997959179e+001dB,-1.23780230887910e+002°)
4.78630092322629e+007	(3.47191648273712e+001dB,-1.24609232853728e+002°)
4.89778819368437e+007	(3.44824569611248e+001dB,-1.25451741744904e+002°)
5.01187233627262e+007	(3.42442251849503e+001dB,-1.26307914498761e+002°)
5.12861383991355e+007	(3.40044173387234e+001dB,-1.27177900352815e+002°)
5.24807460249762e+007	(3.37629801448217e+001dB,-1.28061840378450e+002°)
5.37031796370242e+007	(3.35198592431169e+001dB,-1.28959867014539e+002°)
5.49540873857614e+007	(3.32749992310263e+001dB,-1.29872103598401e+002°)
5.62341325190338e+007	(3.30283437084652e+001dB,-1.30798663900952e+002°)
5.75439937337145e+007	(3.27798353280450e+001dB,-1.31739651664655e+002°)
5.88843655355577e+007	(3.25294158504494e+001dB,-1.32695160149495e+002°)
6.02559586074346e+007	(3.22770262051169e+001dB,-1.33665271688198e+002°)
6.16595001861470e+007	(3.20226065563033e+001dB,-1.34650057253014e+002°)
6.30957344480181e+007	(3.17660963743328e+001dB,-1.35649576039074e+002°)
6.45654229034643e+007	(3.15074345121946e+001dB,-1.36663875064622e+002°)
6.60693448007583e+007	(3.12465592872761e+001dB,-1.37692988792400e+002°)
6.76082975391968e+007	(3.09834085681296e+001dB,-1.38736938774899e+002°)
6.91830970918922e+007	(3.07179198660520e+001dB,-1.39795733326876e+002°)
7.07945784384124e+007	(3.04500304313905e+001dB,-1.40869367226002e+002°)
7.24435960074975e+007	(3.01796773540551e+001dB,-1.41957821447992e+002°)
7.41310241300902e+007	(2.99067976682795e+001dB,-1.43061062934310e+002°)
7.58577575029168e+007	(2.96313284608905e+001dB,-1.44179044399512e+002°)
7.76247116628676e+007	(2.93532069830647e+001dB,-1.45311704176301e+002°)
7.94328234724265e+007	(2.90723707647448e+001dB,-1.46458966104666e+002°)
8.12830516164083e+007	(2.87887577316857e+001dB,-1.47620739462170e+002°)
8.31763771102654e+007	(2.85023063243498e+001dB,-1.48796918940026e+002°)
8.51138038202359e+007	(2.82129556179892e+001dB,-1.49987384667389e+002°)
8.70963589956063e+007	(2.79206454438697e+001dB,-1.51192002279676e+002°)
8.91250938133727e+007	(2.76253165106230e+001dB,-1.52410623036023e+002°)
9.12010839355891e+007	(2.73269105253667e+001dB,-1.53643083984007e+002°)
9.33254300796972e+007	(2.70253703139626e+001dB,-1.54889208171738e+002°)
9.54992586021416e+007	(2.67206399399088e+001dB,-1.56148804906545e+002°)
9.77237220955791e+007	(2.64126648213063e+001dB,-1.57421670058898e+002°)
1.00000000000000e+008	(2.61013918454460e+001dB,-1.58707586410132e+002°)
