Freq.	V(out)
7.24435960074988e+002	(3.02313321330266e+001dB,7.47124559794697e+001°)
7.41310241300916e+002	(3.04073661563051e+001dB,7.47884982214202e+001°)
7.58577575029182e+002	(3.05838975817662e+001dB,7.48596761243956e+001°)
7.76247116628690e+002	(3.07608919333202e+001dB,7.49259095639162e+001°)
7.94328234724279e+002	(3.09383148838485e+001dB,7.49871261371389e+001°)
8.12830516164097e+002	(3.11161322682312e+001dB,7.50432609296962e+001°)
8.31763771102669e+002	(3.12943100945180e+001dB,7.50942562967917e+001°)
8.51138038202374e+002	(3.14728145521609e+001dB,7.51400616604442e+001°)
8.70963589956078e+002	(3.16516120179726e+001dB,7.51806333234373e+001°)
8.91250938133743e+002	(3.18306690609288e+001dB,7.52159343000779e+001°)
9.12010839355907e+002	(3.20099524452029e+001dB,7.52459341648682e+001°)
9.33254300796988e+002	(3.21894291317550e+001dB,7.52706089195702e+001°)
9.54992586021433e+002	(3.23690662792626e+001dB,7.52899408784740e+001°)
9.77237220955808e+002	(3.25488312442235e+001dB,7.53039185724903e+001°)
9.99999999999997e+002	(3.27286915811156e+001dB,7.53125366714437e+001°)
1.02329299228075e+003	(3.29086150418008e+001dB,7.53157959255534e+001°)
1.04712854805090e+003	(3.30885695759024e+001dB,7.53137031245290e+001°)
1.07151930523760e+003	(3.32685233312360e+001dB,7.53062710750776e+001°)
1.09647819614318e+003	(3.34484446549843e+001dB,7.52935185958801e+001°)
1.12201845430196e+003	(3.36283020962598e+001dB,7.52754705293499e+001°)
1.14815362149688e+003	(3.38080644097960e+001dB,7.52521577697136e+001°)
1.17489755493953e+003	(3.39877005610363e+001dB,7.52236173066248e+001°)
1.20226443461741e+003	(3.41671797335043e+001dB,7.51898922830388e+001°)
1.23026877081238e+003	(3.43464713380636e+001dB,7.51510320664528e+001°)
1.25892541179416e+003	(3.45255450244461e+001dB,7.51070923325756e+001°)
1.28824955169313e+003	(3.47043706953285e+001dB,7.50581351596997e+001°)
1.31825673855640e+003	(3.48829185237156e+001dB,7.50042291319154e+001°)
1.34896288259165e+003	(3.50611589725586e+001dB,7.49454494508697e+001°)
1.38038426460288e+003	(3.52390628185015e+001dB,7.48818780523244e+001°)
1.41253754462275e+003	(3.54166011784581e+001dB,7.48136037275500e+001°)
1.44543977074592e+003	(3.55937455398184e+001dB,7.47407222460335e+001°)
1.47910838816820e+003	(3.57704677949083e+001dB,7.46633364778212e+001°)
1.51356124843620e+003	(3.59467402787937e+001dB,7.45815565130555e+001°)
1.54881661891248e+003	(3.61225358112093e+001dB,7.44954997764421e+001°)
1.58489319246111e+003	(3.62978277427790e+001dB,7.44052911332943e+001°)
1.62181009735892e+003	(3.64725900054689e+001dB,7.43110629844741e+001°)
1.65958690743755e+003	(3.66467971663979e+001dB,7.42129553486654e+001°)
1.69824365246174e+003	(3.68204244868072e+001dB,7.41111159262481e+001°)
1.73780082874937e+003	(3.69934479842696e+001dB,7.40057001445973e+001°)
1.77827941003892e+003	(3.71658444992682e+001dB,7.38968711792812e+001°)
1.81970085860998e+003	(3.73375917652367e+001dB,7.37847999493044e+001°)
1.86208713666286e+003	(3.75086684826905e+001dB,7.36696650820432e+001°)
1.90546071796324e+003	(3.76790543959127e+001dB,7.35516528459498e+001°)
1.94984459975804e+003	(3.78487303735208e+001dB,7.34309570459722e+001°)
1.99526231496887e+003	(3.80176784907118e+001dB,7.33077788807459e+001°)
2.04173794466952e+003	(3.81858821144857e+001dB,7.31823267559215e+001°)
2.08929613085403e+003	(3.83533259902978e+001dB,7.30548160532042e+001°)
2.13796208950222e+003	(3.85199963298257e+001dB,7.29254688503785e+001°)
2.18776162394954e+003	(3.86858808992301e+001dB,7.27945135916926e+001°)
2.23872113856833e+003	(3.88509691074743e+001dB,7.26621847050650e+001°)
2.29086765276776e+003	(3.90152520938848e+001dB,7.25287221644161e+001°)
2.34422881531991e+003	(3.91787228138841e+001dB,7.23943709974416e+001°)
2.39883291901948e+003	(3.93413761225759e+001dB,7.22593807351780e+001°)
2.45470891568502e+003	(3.95032088550921e+001dB,7.21240048051241e+001°)
2.51188643150957e+003	(3.96642199025523e+001dB,7.19884998678166e+001°)
2.57039578276885e+003	(3.98244102833146e+001dB,7.18531250959758e+001°)
2.63026799189537e+003	(3.99837832083521e+001dB,7.17181413993967e+001°)
2.69153480392690e+003	(4.01423441393119e+001dB,7.15838105968830e+001°)
2.75422870333815e+003	(4.03001008394610e+001dB,7.14503945374853e+001°)
2.81838293126444e+003	(4.04570634155370e+001dB,7.13181541749682e+001°)
2.88403150312659e+003	(4.06132443500596e+001dB,7.11873485996114e+001°)
2.95120922666637e+003	(4.07686585236592e+001dB,7.10582340313338e+001°)
3.01995172040200e+003	(4.09233232261309e+001dB,7.09310627805573e+001°)
3.09029543251358e+003	(4.10772581553147e+001dB,7.08060821821658e+001°)
3.16227766016836e+003	(4.12304854043383e+001dB,7.06835335090159e+001°)
3.23593656929627e+003	(4.13830294353776e+001dB,7.05636508733032e+001°)
3.31131121482590e+003	(4.15349170401639e+001dB,7.04466601219378e+001°)
3.38844156139201e+003	(4.16861772870463e+001dB,7.03327777354766e+001°)
3.46736850452530e+003	(4.18368414542147e+001dB,7.02222097376986e+001°)
3.54813389233574e+003	(4.19869429491090e+001dB,7.01151506255091e+001°)
3.63078054770100e+003	(4.21365172138443e+001dB,7.00117823278173e+001°)
3.71535229097171e+003	(4.22856016178046e+001dB,6.99122732005361e+001°)
3.80189396320559e+003	(4.24342353365958e+001dB,6.98167770692136e+001°)
3.89045144994279e+003	(4.25824592187176e+001dB,6.97254323260699e+001°)
3.98107170553495e+003	(4.27303156403952e+001dB,6.96383610888842e+001°)
4.07380277804111e+003	(4.28778483492604e+001dB,6.95556684318317e+001°)
4.16869383470333e+003	(4.30251022982307e+001dB,6.94774416927743e+001°)
4.26579518801591e+003	(4.31721234701310e+001dB,6.94037498659162e+001°)
4.36515832240164e+003	(4.33189586945332e+001dB,6.93346430843339e+001°)
4.46683592150961e+003	(4.34656554581673e+001dB,6.92701521972711e+001°)
4.57088189614873e+003	(4.36122617099531e+001dB,6.92102884472069e+001°)
4.67735141287196e+003	(4.37588256625809e+001dB,6.91550432489552e+001°)
4.78630092322636e+003	(4.39053955912260e+001dB,6.91043880732362e+001°)
4.89778819368444e+003	(4.40520196322164e+001dB,6.90582744357891e+001°)
5.01187233627270e+003	(4.41987455815328e+001dB,6.90166339922691e+001°)
5.12861383991362e+003	(4.43456206962169e+001dB,6.89793787374144e+001°)
5.24807460249770e+003	(4.44926914990938e+001dB,6.89464013064325e+001°)
5.37031796370250e+003	(4.46400035883831e+001dB,6.89175753760437e+001°)
5.49540873857622e+003	(4.47876014542450e+001dB,6.88927561606170e+001°)
5.62341325190346e+003	(4.49355283025906e+001dB,6.88717809984482e+001°)
5.75439937337154e+003	(4.50838258877825e+001dB,6.88544700222036e+001°)
5.88843655355586e+003	(4.52325343557356e+001dB,6.88406269082055e+001°)
6.02559586074354e+003	(4.53816920971543e+001dB,6.88300396954331e+001°)
6.16595001861479e+003	(4.55313356131815e+001dB,6.88224816679423e+001°)
6.30957344480190e+003	(4.56814993930410e+001dB,6.88177122921344e+001°)
6.45654229034652e+003	(4.58322158046460e+001dB,6.88154782009274e+001°)
6.60693448007592e+003	(4.59835149986407e+001dB,6.88155142142531e+001°)
6.76082975391978e+003	(4.61354248258344e+001dB,6.88175443902070e+001°)
6.91830970918932e+003	(4.62879707686847e+001dB,6.88212830948278e+001°)
7.07945784384134e+003	(4.64411758856755e+001dB,6.88264360850066e+001°)
7.24435960074986e+003	(4.65950607700807e+001dB,6.88327015935032e+001°)
7.41310241300913e+003	(4.67496435211358e+001dB,6.88397714097461e+001°)
7.58577575029179e+003	(4.69049397284690e+001dB,6.88473319483168e+001°)
7.76247116628687e+003	(4.70609624684109e+001dB,6.88550652971200e+001°)
7.94328234724277e+003	(4.72177223122349e+001dB,6.88626502407179e+001°)
8.12830516164094e+003	(4.73752273452622e+001dB,6.88697632504144e+001°)
8.31763771102666e+003	(4.75334831960542e+001dB,6.88760794369312e+001°)
8.51138038202371e+003	(4.76924930749154e+001dB,6.88812734623400e+001°)
8.70963589956075e+003	(4.78522578212465e+001dB,6.88850204035239e+001°)
8.91250938133740e+003	(4.80127759580171e+001dB,6.88869965686199e+001°)
9.12010839355904e+003	(4.81740437533131e+001dB,6.88868802598655e+001°)
9.33254300796985e+003	(4.83360552875094e+001dB,6.88843524824072e+001°)
9.54992586021430e+003	(4.84988025252430e+001dB,6.88790975998951e+001°)
9.77237220955804e+003	(4.86622753914388e+001dB,6.88708039316500e+001°)
9.99999999999993e+003	(4.88264618503747e+001dB,6.88591642955381e+001°)
1.02329299228075e+004	(4.89913479871961e+001dB,6.88438764948579e+001°)
1.04712854805089e+004	(4.91569180903884e+001dB,6.88246437514310e+001°)
1.07151930523760e+004	(4.93231547354661e+001dB,6.88011750851050e+001°)
1.09647819614318e+004	(4.94900388683779e+001dB,6.87731856424062e+001°)
1.12201845430196e+004	(4.96575498882306e+001dB,6.87403969768327e+001°)
1.14815362149688e+004	(4.98256657288814e+001dB,6.87025372820010e+001°)
1.17489755493952e+004	(4.99943629385520e+001dB,6.86593415825548e+001°)
1.20226443461740e+004	(5.01636167573795e+001dB,6.86105518830637e+001°)
1.23026877081237e+004	(5.03334011920188e+001dB,6.85559172810537e+001°)
1.25892541179416e+004	(5.05036890874450e+001dB,6.84951940450098e+001°)
1.28824955169313e+004	(5.06744521953369e+001dB,6.84281456616946e+001°)
1.31825673855640e+004	(5.08456612387779e+001dB,6.83545428570744e+001°)
1.34896288259164e+004	(5.10172859733041e+001dB,6.82741635920591e+001°)
1.38038426460288e+004	(5.11892952438859e+001dB,6.81867930388507e+001°)
1.41253754462274e+004	(5.13616570382796e+001dB,6.80922235388262e+001°)
1.44543977074592e+004	(5.15343385358236e+001dB,6.79902545472278e+001°)
1.47910838816820e+004	(5.17073061527123e+001dB,6.78806925672026e+001°)
1.51356124843620e+004	(5.18805255830117e+001dB,6.77633510744325e+001°)
1.54881661891247e+004	(5.20539618357468e+001dB,6.76380504388873e+001°)
1.58489319246110e+004	(5.22275792684350e+001dB,6.75046178423573e+001°)
1.62181009735892e+004	(5.24013416167802e+001dB,6.73628871973544e+001°)
1.65958690743755e+004	(5.25752120208282e+001dB,6.72126990684242e+001°)
1.69824365246173e+004	(5.27491530482436e+001dB,6.70539005986007e+001°)
1.73780082874936e+004	(5.29231267141439e+001dB,6.68863454422482e+001°)
1.77827941003891e+004	(5.30970944981148e+001dB,6.67098937080237e+001°)
1.81970085860997e+004	(5.32710173589315e+001dB,6.65244119115780e+001°)
1.86208713666285e+004	(5.34448557469991e+001dB,6.63297729402792e+001°)
1.90546071796323e+004	(5.36185696143651e+001dB,6.61258560328423e+001°)
1.94984459975803e+004	(5.37921184235368e+001dB,6.59125467727206e+001°)
1.99526231496887e+004	(5.39654611546211e+001dB,6.56897370974376e+001°)
2.04173794466951e+004	(5.41385563114479e+001dB,6.54573253252968e+001°)
2.08929613085402e+004	(5.43113619269642e+001dB,6.52152161983547e+001°)
2.13796208950222e+004	(5.44838355680721e+001dB,6.49633209449086e+001°)
2.18776162394954e+004	(5.46559343406281e+001dB,6.47015573584586e+001°)
2.23872113856832e+004	(5.48276148943698e+001dB,6.44298498961917e+001°)
2.29086765276776e+004	(5.49988334285086e+001dB,6.41481297957460e+001°)
2.34422881531990e+004	(5.51695456984252e+001dB,6.38563352093953e+001°)
2.39883291901947e+004	(5.53397070232241e+001dB,6.35544113571248e+001°)
2.45470891568501e+004	(5.55092722953612e+001dB,6.32423106951504e+001°)
2.51188643150956e+004	(5.56781959914884e+001dB,6.29199931035671e+001°)
2.57039578276884e+004	(5.58464321862231e+001dB,6.25874260865724e+001°)
2.63026799189536e+004	(5.60139345680326e+001dB,6.22445849887648e+001°)
2.69153480392689e+004	(5.61806564579873e+001dB,6.18914532245769e+001°)
2.75422870333814e+004	(5.63465508316721e+001dB,6.15280225185855e+001°)
2.81838293126443e+004	(5.65115703447645e+001dB,6.11542931554696e+001°)
2.88403150312658e+004	(5.66756673618136e+001dB,6.07702742391306e+001°)
2.95120922666636e+004	(5.68387939891633e+001dB,6.03759839568479e+001°)
3.01995172040199e+004	(5.70009021121809e+001dB,5.99714498468733e+001°)
3.09029543251357e+004	(5.71619434365053e+001dB,5.95567090676691e+001°)
3.16227766016835e+004	(5.73218695339058e+001dB,5.91318086659665e+001°)
3.23593656929626e+004	(5.74806318927473e+001dB,5.86968058404677e+001°)
3.31131121482588e+004	(5.76381819733820e+001dB,5.82517681976155e+001°)
3.38844156139200e+004	(5.77944712679694e+001dB,5.77967739986785e+001°)
3.46736850452529e+004	(5.79494513653653e+001dB,5.73319123926889e+001°)
3.54813389233573e+004	(5.81030740208409e+001dB,5.68572836325820e+001°)
3.63078054770098e+004	(5.82552912302740e+001dB,5.63729992723623e+001°)
3.71535229097169e+004	(5.84060553093322e+001dB,5.58791823395881e+001°)
3.80189396320558e+004	(5.85553189766545e+001dB,5.53759674828854e+001°)
3.89045144994277e+004	(5.87030354417475e+001dB,5.48635010875207e+001°)
3.98107170553494e+004	(5.88491584965361e+001dB,5.43419413585454e+001°)
4.07380277804109e+004	(5.89936426103601e+001dB,5.38114583682279e+001°)
4.16869383470332e+004	(5.91364430287967e+001dB,5.32722340612253e+001°)
4.26579518801589e+004	(5.92775158748440e+001dB,5.27244622189050e+001°)
4.36515832240162e+004	(5.94168182524142e+001dB,5.21683483780450e+001°)
4.46683592150959e+004	(5.95543083517308e+001dB,5.16041097012674e+001°)
4.57088189614871e+004	(5.96899455559065e+001dB,5.10319747970795e+001°)
4.67735141287194e+004	(5.98236905480445e+001dB,5.04521834885389e+001°)
4.78630092322634e+004	(5.99555054180075e+001dB,4.98649865289087e+001°)
4.89778819368442e+004	(6.00853537685833e+001dB,4.92706452622202e+001°)
5.01187233627268e+004	(6.02132008199353e+001dB,4.86694312292431e+001°)
5.12861383991360e+004	(6.03390135116938e+001dB,4.80616257190132e+001°)
5.24807460249768e+004	(6.04627606019391e+001dB,4.74475192651060e+001°)
5.37031796370248e+004	(6.05844127621827e+001dB,4.68274110893598e+001°)
5.49540873857620e+004	(6.07039426678724e+001dB,4.62016084927068e+001°)
5.62341325190344e+004	(6.08213250832295e+001dB,4.55704261967718e+001°)
5.75439937337152e+004	(6.09365369400980e+001dB,4.49341856376733e+001°)
5.88843655355584e+004	(6.10495574098027e+001dB,4.42932142159428e+001°)
6.02559586074352e+004	(6.11603679675894e+001dB,4.36478445056916e+001°)
6.16595001861477e+004	(6.12689524489049e+001dB,4.29984134268010e+001°)
6.30957344480187e+004	(6.13752970968541e+001dB,4.23452613867417e+001°)
6.45654229034650e+004	(6.14793906008536e+001dB,4.16887313928099e+001°)
6.60693448007590e+004	(6.15812241255379e+001dB,4.10291681440466e+001°)
6.76082975391975e+004	(6.16807913297897e+001dB,4.03669171067681e+001°)
6.91830970918930e+004	(6.17780883757827e+001dB,3.97023235789839e+001°)
7.07945784384131e+004	(6.18731139279385e+001dB,3.90357317491127e+001°)
7.24435960074983e+004	(6.19658691413451e+001dB,3.83674837577129e+001°)
7.41310241300911e+004	(6.20563576401940e+001dB,3.76979187646001e+001°)
7.58577575029177e+004	(6.21445854861592e+001dB,3.70273720287991e+001°)
7.76247116628685e+004	(6.22305611368174e+001dB,3.63561740077360e+001°)
7.94328234724274e+004	(6.23142953946197e+001dB,3.56846494800251e+001°)
8.12830516164092e+004	(6.23958013467859e+001dB,3.50131166970776e+001°)
8.31763771102663e+004	(6.24750942964527e+001dB,3.43418865693642e+001°)
8.51138038202369e+004	(6.25521916858536e+001dB,3.36712618903285e+001°)
8.70963589956073e+004	(6.26271130118426e+001dB,3.30015366038473e+001°)
8.91250938133737e+004	(6.26998797346530e+001dB,3.23329951171172e+001°)
9.12010839355901e+004	(6.27705151804602e+001dB,3.16659116632818e+001°)
9.33254300796982e+004	(6.28390444385237e+001dB,3.10005497157032e+001°)
9.54992586021427e+004	(6.29054942537025e+001dB,3.03371614554193e+001°)
9.77237220955802e+004	(6.29698929148777e+001dB,2.96759872959159e+001°)
9.99999999999991e+004	(6.30322701403850e+001dB,2.90172554624507e+001°)
1.02329299228074e+005	(6.30926569610676e+001dB,2.83611816286649e+001°)
1.04712854805089e+005	(6.31510856014982e+001dB,2.77079686113970e+001°)
1.07151930523760e+005	(6.32075893605173e+001dB,2.70578061201641e+001°)
1.09647819614317e+005	(6.32622024914433e+001dB,2.64108705630648e+001°)
1.12201845430195e+005	(6.33149600827734e+001dB,2.57673249067789e+001°)
1.14815362149687e+005	(6.33658979399121e+001dB,2.51273185893465e+001°)
1.17489755493952e+005	(6.34150524687484e+001dB,2.44909874820731e+001°)
1.20226443461740e+005	(6.34624605611916e+001dB,2.38584539014562e+001°)
1.23026877081237e+005	(6.35081594836164e+001dB,2.32298266654085e+001°)
1.25892541179416e+005	(6.35521867683978e+001dB,2.26052011919331e+001°)
1.28824955169312e+005	(6.35945801088133e+001dB,2.19846596397208e+001°)
1.31825673855639e+005	(6.36353772580213e+001dB,2.13682710829148e+001°)
1.34896288259164e+005	(6.36746159319526e+001dB,2.07560917222468e+001°)
1.38038426460287e+005	(6.37123337167173e+001dB,2.01481651245257e+001°)
1.41253754462274e+005	(6.37485679803704e+001dB,1.95445224916852e+001°)
1.44543977074591e+005	(6.37833557894669e+001dB,1.89451829526697e+001°)
1.47910838816819e+005	(6.38167338302549e+001dB,1.83501538774767e+001°)
1.51356124843619e+005	(6.38487383346634e+001dB,1.77594312095439e+001°)
1.54881661891247e+005	(6.38794050110969e+001dB,1.71729998132084e+001°)
1.58489319246110e+005	(6.39087689798832e+001dB,1.65908338345939e+001°)
1.62181009735891e+005	(6.39368647135039e+001dB,1.60128970719548e+001°)
1.65958690743754e+005	(6.39637259812990e+001dB,1.54391433543144e+001°)
1.69824365246173e+005	(6.39893857986652e+001dB,1.48695169254783e+001°)
1.73780082874936e+005	(6.40138763805561e+001dB,1.43039528312745e+001°)
1.77827941003890e+005	(6.40372290991803e+001dB,1.37423773076189e+001°)
1.81970085860996e+005	(6.40594744455422e+001dB,1.31847081697931e+001°)
1.86208713666285e+005	(6.40806419949370e+001dB,1.26308551974521e+001°)
1.90546071796323e+005	(6.41007603758713e+001dB,1.20807205184361e+001°)
1.94984459975802e+005	(6.41198572424401e+001dB,1.15341989863791e+001°)
1.99526231496886e+005	(6.41379592498324e+001dB,1.09911785535453e+001°)
2.04173794466951e+005	(6.41550920328253e+001dB,1.04515406360345e+001°)
2.08929613085402e+005	(6.41712801869425e+001dB,9.91516047253979e+000°)
2.13796208950221e+005	(6.41865472522058e+001dB,9.38190747404722e+000°)
2.18776162394953e+005	(6.42009156991256e+001dB,8.85164556577585e+000°)
2.23872113856832e+005	(6.42144069168395e+001dB,8.32423351958888e+000°)
2.29086765276775e+005	(6.42270412031335e+001dB,7.79952527749952e+000°)
2.34422881531990e+005	(6.42388377561693e+001dB,7.27737026553335e+000°)
2.39883291901946e+005	(6.42498146677455e+001dB,6.75761369836889e+000°)
2.45470891568500e+005	(6.42599889178668e+001dB,6.24009687499011e+000°)
2.51188643150955e+005	(6.42693763704953e+001dB,5.72465746475047e+000°)
2.57039578276884e+005	(6.42779917703483e+001dB,5.21112978467647e+000°)
2.63026799189535e+005	(6.42858487404967e+001dB,4.69934506814273e+000°)
2.69153480392689e+005	(6.42929597807097e+001dB,4.18913172564747e+000°)
2.75422870333814e+005	(6.42993362664153e+001dB,3.68031559709415e+000°)
2.81838293126442e+005	(6.43049884480577e+001dB,3.17272019760268e+000°)
2.88403150312657e+005	(6.43099254508679e+001dB,2.66616695623777e+000°)
2.95120922666635e+005	(6.43141552749031e+001dB,2.16047544823767e+000°)
3.01995172040198e+005	(6.43176847952108e+001dB,1.65546362203669e+000°)
3.09029543251356e+005	(6.43205197621130e+001dB,1.15094802160815e+000°)
3.16227766016834e+005	(6.43226648015374e+001dB,6.46744003806324e-001°)
3.23593656929625e+005	(6.43241234152851e+001dB,1.42665953086311e-001°)
3.31131121482587e+005	(6.43248979812421e+001dB,-3.61472507239889e-001°)
3.38844156139199e+005	(6.43249897534904e+001dB,-8.65858305723984e-001°)
3.46736850452528e+005	(6.43243988622917e+001dB,-1.37067871466490e+000°)
3.54813389233571e+005	(6.43231243138976e+001dB,-1.87612114278141e+000°)
3.63078054770097e+005	(6.43211639902590e+001dB,-2.38237292776946e+000°)
3.71535229097168e+005	(6.43185146485539e+001dB,-2.88962112782994e+000°)
3.80189396320557e+005	(6.43151719206271e+001dB,-3.39805231176930e+000°)
3.89045144994276e+005	(6.43111303123252e+001dB,-3.90785234668912e+000°)
3.98107170553493e+005	(6.43063832027810e+001dB,-4.41920618249136e+000°)
4.07380277804108e+005	(6.43009228437100e+001dB,-4.93229763283511e+000°)
4.16869383470331e+005	(6.42947403587493e+001dB,-5.44730915137667e+000°)
4.26579518801588e+005	(6.42878257429534e+001dB,-5.96442160333240e+000°)
4.36515832240161e+005	(6.42801678624884e+001dB,-6.48381403073419e+000°)
4.46683592150958e+005	(6.42717544546369e+001dB,-7.00566341174459e+000°)
4.57088189614870e+005	(6.42625721282382e+001dB,-7.53014441308190e+000°)
